shipment_id,date,origin_hub,destination_hub,carrier,delivery_days_actual,delivery_days_promised,distance_km,weight_kg,cost_usd,on_time_delivery,delay_reason,product_category,season,priority
SHP-07791,2024-06-24,Dallas,Chicago,QuickPost,4,2,2142,14.74,77.24,0,weather,industrial,summer,express
SHP-07792,2024-05-08,Los_Angeles,Dallas,QuickPost,4,4,1382,16.21,122.18,1,,perishables,spring,standard
SHP-07793,2024-02-05,New_York,Philadelphia,FastShip,1,1,865,7.92,92.31,1,,clothing,winter,overnight
SHP-07794,2024-02-26,New_York,Philadelphia,FastShip,2,2,1998,8.17,128.08,1,,perishables,winter,express
SHP-07795,2024-03-27,Los_Angeles,Chicago,MegaFreight,3,3,1867,7.29,77.97,1,,electronics,spring,express
SHP-07796,2024-04-29,Phoenix,Philadelphia,QuickPost,6,4,1212,30.38,51.84,0,capacity,industrial,spring,standard
SHP-07797,2024-02-07,San_Antonio,Philadelphia,MegaFreight,5,6,1022,26.78,31.56,1,,perishables,winter,standard
SHP-07798,2024-05-12,San_Antonio,New_York,FastShip,7,6,486,7.89,18.76,0,mechanical,electronics,spring,standard
SHP-07799,2024-06-24,Phoenix,New_York,QuickPost,7,6,1869,6.18,39.77,0,weather,clothing,summer,standard
SHP-07800,2024-05-13,Dallas,New_York,LocalEx,3,3,1936,43.9,139.75,1,,industrial,spring,express
SHP-07801,2024-02-02,New_York,Houston,MegaFreight,12,7,666,5.55,16.22,0,capacity,clothing,winter,standard
SHP-07802,2024-03-19,Houston,Phoenix,FastShip,4,5,930,79.11,92.22,1,,industrial,spring,standard
SHP-07803,2024-01-25,San_Antonio,Houston,QuickPost,11,7,613,12.42,30.41,0,customs,industrial,winter,standard
SHP-07804,2024-06-25,Philadelphia,Los_Angeles,FastShip,2,2,1247,15.96,64.97,1,,perishables,summer,express
SHP-07805,2024-03-13,Los_Angeles,Philadelphia,MegaFreight,1,2,1951,19.98,100.55,1,,perishables,spring,express
SHP-07806,2024-06-05,Houston,San_Antonio,FastShip,3,4,745,17.13,31.8,1,,industrial,summer,standard
SHP-07807,2024-04-01,Phoenix,Chicago,FastShip,2,2,2194,47.07,58.14,1,,industrial,spring,express
SHP-07808,2024-05-13,Phoenix,New_York,LocalEx,1,1,1104,25.21,169.27,1,,furniture,spring,overnight
SHP-07809,2024-01-20,New_York,Chicago,MegaFreight,3,3,1792,7.09,31.92,1,,clothing,winter,standard
SHP-07810,2024-02-10,Phoenix,Philadelphia,MegaFreight,5,5,1191,10.81,21.49,1,,perishables,winter,standard
SHP-07811,2024-02-01,Chicago,New_York,MegaFreight,2,3,879,2.73,38.25,1,,clothing,winter,express
SHP-07812,2024-02-22,Dallas,Los_Angeles,QuickPost,3,3,941,16.91,32.69,1,,perishables,winter,express
SHP-07813,2024-03-08,Houston,Los_Angeles,MegaFreight,7,6,838,29.07,39.64,0,weather,industrial,spring,standard
SHP-07814,2024-01-01,Chicago,Dallas,MegaFreight,1,1,668,9.26,64.65,1,,perishables,winter,overnight
SHP-07815,2024-05-21,Phoenix,Dallas,FastShip,6,6,913,5.1,29.27,1,,electronics,spring,standard
SHP-07816,2024-01-20,New_York,Los_Angeles,QuickPost,5,6,1497,14.99,35.69,1,,perishables,winter,standard
SHP-07817,2024-05-28,New_York,Chicago,FastShip,3,3,1425,35.61,58.88,1,,industrial,spring,express
SHP-07818,2024-03-06,Dallas,Houston,FastShip,6,5,1664,22.6,61.5,0,customs,perishables,spring,standard
SHP-07819,2024-02-24,Dallas,Los_Angeles,LocalEx,5,5,3541,5.87,79.85,1,,clothing,winter,standard
SHP-07820,2024-02-20,San_Antonio,New_York,FastShip,10,7,1004,6.63,52.77,0,customs,industrial,winter,standard
SHP-07821,2024-05-07,Los_Angeles,Houston,FastShip,5,5,444,22.63,29.12,1,,perishables,spring,standard
SHP-07822,2024-02-29,Chicago,Philadelphia,FastShip,1,2,1713,49.34,93.14,1,,industrial,winter,express
SHP-07823,2024-04-22,San_Antonio,Dallas,LocalEx,4,4,950,39.85,26.67,1,,furniture,spring,standard
SHP-07824,2024-02-15,Los_Angeles,New_York,QuickPost,6,7,1181,20.16,33.21,1,,industrial,winter,standard
SHP-07825,2024-01-24,Philadelphia,San_Antonio,MegaFreight,1,2,4479,14.61,165.19,1,,industrial,winter,express
SHP-07826,2024-04-11,Los_Angeles,Dallas,FastShip,3,3,2080,26.9,136.48,1,,industrial,spring,express
SHP-07827,2024-04-14,New_York,Philadelphia,QuickPost,2,3,1733,3.47,49.8,1,,clothing,spring,express
SHP-07828,2024-02-04,Chicago,Philadelphia,FastShip,1,1,981,21.64,166.51,1,,electronics,winter,overnight
SHP-07829,2024-05-15,Chicago,San_Antonio,MegaFreight,7,7,2039,28.33,57.88,1,,industrial,spring,standard
SHP-07830,2024-05-30,New_York,Chicago,QuickPost,6,4,632,45.27,62.04,0,weather,industrial,spring,standard
SHP-07831,2024-02-01,New_York,Houston,FastShip,2,3,726,5.7,33.28,1,,clothing,winter,standard
SHP-07832,2024-04-05,Phoenix,Philadelphia,FastShip,3,4,756,10.17,25.51,1,,industrial,spring,standard
SHP-07833,2024-01-09,Los_Angeles,Philadelphia,FastShip,5,5,1476,15.34,38.95,1,,perishables,winter,standard
SHP-07834,2024-01-16,Philadelphia,Chicago,QuickPost,7,5,1728,20.32,53.42,0,mechanical,perishables,winter,standard
SHP-07835,2024-05-01,Philadelphia,Los_Angeles,QuickPost,5,5,1643,45.01,94.23,1,,furniture,spring,standard
SHP-07836,2024-01-10,Chicago,Houston,QuickPost,4,5,683,1.73,10.94,1,,clothing,winter,standard
SHP-07837,2024-02-06,Chicago,Phoenix,LocalEx,6,6,1037,48.8,43.39,1,,industrial,winter,standard
SHP-07838,2024-01-03,Houston,Chicago,FastShip,8,6,1017,3.05,23.54,0,weather,electronics,winter,standard
SHP-07839,2024-03-17,Phoenix,New_York,FastShip,3,4,1290,27.27,58.73,1,,industrial,spring,standard
SHP-07840,2024-01-08,New_York,Phoenix,FastShip,4,5,827,13.4,33.41,1,,perishables,winter,standard
SHP-07841,2024-05-10,Chicago,Houston,MegaFreight,1,1,866,22.89,83.09,1,,furniture,spring,overnight
SHP-07842,2024-04-08,New_York,Chicago,FastShip,5,5,974,4.28,16.33,1,,clothing,spring,standard
SHP-07843,2024-06-13,Philadelphia,New_York,MegaFreight,2,2,2259,13.27,148.86,1,,industrial,summer,express
SHP-07844,2024-02-02,New_York,Dallas,FastShip,2,2,1582,6.64,65.64,1,,clothing,winter,express
SHP-07845,2024-05-23,Chicago,New_York,FastShip,1,1,1383,39.35,73.44,1,,furniture,spring,overnight
SHP-07846,2024-06-19,Dallas,San_Antonio,FastShip,4,4,812,16.88,36.2,1,,perishables,summer,standard
SHP-07847,2024-04-22,Phoenix,Houston,QuickPost,1,1,924,7.73,77.13,1,,electronics,spring,overnight
SHP-07848,2024-04-14,Philadelphia,Philadelphia,FastShip,2,3,1035,11.24,36.21,1,,industrial,spring,express
SHP-07849,2024-01-23,Philadelphia,Houston,MegaFreight,3,4,841,17.75,34.42,1,,industrial,winter,standard
SHP-07850,2024-02-28,Houston,New_York,LocalEx,6,7,1296,3.44,15.92,1,,clothing,winter,standard
SHP-07851,2024-01-02,Dallas,Chicago,FastShip,3,4,1248,7.76,28.59,1,,perishables,winter,standard
SHP-07852,2024-06-08,New_York,Phoenix,QuickPost,2,1,763,2.7,35.41,0,capacity,electronics,summer,overnight
SHP-07853,2024-05-10,Dallas,Philadelphia,FastShip,2,2,1264,72.01,65.24,1,,industrial,spring,express
SHP-07854,2024-03-13,Phoenix,Philadelphia,FastShip,3,4,674,44.65,55.13,1,,furniture,spring,standard
SHP-07855,2024-06-22,Dallas,Chicago,QuickPost,3,4,802,11.46,46.3,1,,clothing,summer,standard
SHP-07856,2024-01-03,Chicago,Houston,QuickPost,2,3,1549,18.19,60.52,1,,perishables,winter,express
SHP-07857,2024-01-06,Philadelphia,New_York,QuickPost,6,7,1277,2.98,26.91,1,,clothing,winter,standard
SHP-07858,2024-02-21,Chicago,Los_Angeles,QuickPost,9,4,873,1.88,23.79,0,customs,clothing,winter,standard
SHP-07859,2024-01-21,Los_Angeles,New_York,QuickPost,8,6,1088,4.69,22.57,0,customs,clothing,winter,standard
SHP-07860,2024-02-25,Dallas,Houston,FastShip,6,6,1492,16.66,65.9,1,,perishables,winter,standard
SHP-07861,2024-02-21,Los_Angeles,Dallas,FastShip,3,3,1081,15.04,25.07,1,,industrial,winter,standard
SHP-07862,2024-05-01,New_York,Houston,QuickPost,5,2,1133,7.55,38.46,0,weather,electronics,spring,express
SHP-07863,2024-05-11,Philadelphia,New_York,MegaFreight,2,3,675,29.01,51.82,1,,industrial,spring,express
SHP-07864,2024-06-15,New_York,Los_Angeles,QuickPost,1,1,1652,22.01,124.78,1,,furniture,summer,overnight
SHP-07865,2024-06-10,San_Antonio,New_York,FastShip,7,3,456,7.83,36.89,0,customs,clothing,summer,express
SHP-07866,2024-02-26,New_York,Philadelphia,MegaFreight,1,1,327,33.85,104.45,1,,industrial,winter,overnight
SHP-07867,2024-01-29,Houston,Phoenix,QuickPost,1,1,460,12.64,56.39,1,,furniture,winter,overnight
SHP-07868,2024-03-13,New_York,Philadelphia,QuickPost,1,1,1117,9.9,59.32,1,,industrial,spring,overnight
SHP-07869,2024-05-29,Chicago,New_York,LocalEx,9,3,1034,5.76,37.88,0,capacity,perishables,spring,standard
SHP-07870,2024-03-28,Chicago,Phoenix,MegaFreight,6,3,489,2.91,10.17,0,weather,clothing,spring,standard
SHP-07871,2024-02-12,Chicago,Phoenix,MegaFreight,6,6,1711,24.84,91.19,1,,perishables,winter,standard
SHP-07872,2024-04-22,New_York,Chicago,QuickPost,2,1,833,7.92,94.21,0,weather,clothing,spring,overnight
SHP-07873,2024-01-03,Los_Angeles,Houston,LocalEx,3,3,591,5.23,20.63,1,,clothing,winter,standard
SHP-07874,2024-02-15,Chicago,San_Antonio,QuickPost,2,3,384,36.39,58.63,1,,industrial,winter,express
SHP-07875,2024-06-14,Houston,San_Antonio,MegaFreight,2,2,837,2.54,18.19,1,,electronics,summer,express
SHP-07876,2024-05-20,Houston,Phoenix,MegaFreight,3,3,690,18.44,71.32,1,,perishables,spring,express
SHP-07877,2024-04-27,Houston,Dallas,FastShip,6,6,1057,45.07,89.4,1,,industrial,spring,standard
SHP-07878,2024-01-30,Chicago,Los_Angeles,LocalEx,9,5,1274,5.08,27.74,0,customs,perishables,winter,standard
SHP-07879,2024-05-27,Houston,Chicago,LocalEx,5,6,1684,8.87,36.76,1,,perishables,spring,standard
SHP-07880,2024-03-11,Los_Angeles,San_Antonio,MegaFreight,1,1,932,60.37,134.52,1,,furniture,spring,overnight
SHP-07881,2024-02-05,Chicago,Phoenix,MegaFreight,6,6,1246,16.49,40.69,1,,industrial,winter,standard
SHP-07882,2024-02-12,Los_Angeles,Phoenix,LocalEx,4,2,1043,19.92,50.02,0,mechanical,industrial,winter,express
SHP-07883,2024-01-25,San_Antonio,Los_Angeles,FastShip,8,5,1625,17.39,72.17,0,customs,industrial,winter,standard
SHP-07884,2024-06-07,Los_Angeles,Phoenix,FastShip,3,1,1432,3.36,111.88,0,weather,clothing,summer,overnight
SHP-07885,2024-02-13,Houston,Los_Angeles,LocalEx,2,3,798,14.26,48.15,1,,electronics,winter,express
SHP-07886,2024-01-25,Chicago,New_York,MegaFreight,3,3,1284,6.26,18.51,1,,clothing,winter,standard
SHP-07887,2024-01-14,Philadelphia,New_York,LocalEx,3,3,4021,21.28,32.61,1,,industrial,winter,standard
SHP-07888,2024-04-17,New_York,Los_Angeles,MegaFreight,1,2,906,3.87,33.99,1,,clothing,spring,express
SHP-07889,2024-02-17,Chicago,Los_Angeles,QuickPost,2,3,411,1.7,26.6,1,,electronics,winter,express
SHP-07890,2024-03-15,Houston,Chicago,FastShip,4,5,1555,6.17,56.94,1,,clothing,spring,standard
SHP-07891,2024-02-16,Philadelphia,Chicago,LocalEx,4,5,2518,4.08,53.62,1,,clothing,winter,standard
SHP-07892,2024-03-28,Houston,Los_Angeles,LocalEx,2,3,1018,10.95,39.68,1,,industrial,spring,standard
SHP-07893,2024-05-03,Los_Angeles,New_York,MegaFreight,4,1,1414,4.18,62.76,0,customs,clothing,spring,overnight
SHP-07894,2024-01-23,Dallas,Philadelphia,FastShip,10,3,2007,2.05,60.9,0,weather,electronics,winter,standard
SHP-07895,2024-01-28,Houston,New_York,MegaFreight,1,1,903,16.6,66.16,1,,perishables,winter,overnight
SHP-07896,2024-06-18,New_York,Chicago,QuickPost,1,1,3410,7.55,148.35,1,,electronics,summer,overnight
SHP-07897,2024-01-20,New_York,Phoenix,QuickPost,2,1,805,84.7,152.71,0,other,furniture,winter,overnight
SHP-07898,2024-01-26,Phoenix,Chicago,MegaFreight,1,2,847,46.06,120.44,1,,perishables,winter,express
SHP-07899,2024-01-08,New_York,Chicago,MegaFreight,1,2,761,13.67,53.27,1,,clothing,winter,express
SHP-07900,2024-03-05,Chicago,Los_Angeles,QuickPost,10,7,2272,11.01,59.11,0,weather,industrial,spring,standard
SHP-07901,2024-02-21,Houston,Los_Angeles,LocalEx,8,4,602,24.44,25.44,0,mechanical,perishables,winter,standard
SHP-07902,2024-02-24,Chicago,Phoenix,LocalEx,6,3,1005,13.89,31.89,0,weather,industrial,winter,standard
SHP-07903,2024-04-21,Los_Angeles,San_Antonio,FastShip,3,4,2216,12.82,62.42,1,,clothing,spring,standard
SHP-07904,2024-01-26,Los_Angeles,New_York,MegaFreight,6,7,1950,4.07,44.26,1,,clothing,winter,standard
SHP-07905,2024-04-23,Los_Angeles,Philadelphia,LocalEx,3,1,676,17.21,56.13,0,weather,industrial,spring,overnight
SHP-07906,2024-01-11,Los_Angeles,New_York,QuickPost,2,3,1042,11.16,73.66,1,,electronics,winter,express
SHP-07907,2024-06-27,Chicago,Houston,QuickPost,6,6,1164,8.01,58.47,1,,clothing,summer,standard
SHP-07908,2024-02-05,Philadelphia,Los_Angeles,FastShip,2,3,909,1.65,23.38,1,,clothing,winter,express
SHP-07909,2024-05-10,Los_Angeles,Dallas,FastShip,3,3,1101,3.68,13.25,1,,clothing,spring,standard
SHP-07910,2024-05-26,Phoenix,Los_Angeles,MegaFreight,5,5,928,25.51,49.07,1,,perishables,spring,standard
SHP-07911,2024-05-23,Dallas,Chicago,FastShip,1,1,742,4.83,37.12,1,,electronics,spring,overnight
SHP-07912,2024-06-21,Chicago,Phoenix,FastShip,8,6,592,4.97,30.56,0,capacity,clothing,summer,standard
SHP-07913,2024-02-27,Los_Angeles,Dallas,MegaFreight,11,7,1883,16.9,103.59,0,mechanical,furniture,winter,standard
SHP-07914,2024-01-08,Philadelphia,New_York,MegaFreight,4,5,1388,9.03,30.52,1,,clothing,winter,standard
SHP-07915,2024-05-11,Dallas,San_Antonio,FastShip,3,3,1129,10.19,36.66,1,,electronics,spring,standard
SHP-07916,2024-01-24,Houston,New_York,MegaFreight,3,1,1124,4.34,71.13,0,weather,clothing,winter,overnight
SHP-07917,2024-02-03,Los_Angeles,Dallas,QuickPost,3,4,968,7.05,61.76,1,,clothing,winter,standard
SHP-07918,2024-03-20,San_Antonio,Houston,FastShip,1,1,1355,18.15,139.22,1,,perishables,spring,overnight
SHP-07919,2024-05-20,Chicago,Houston,FastShip,3,4,612,3.49,17.81,1,,clothing,spring,standard
SHP-07920,2024-02-19,Los_Angeles,Houston,FastShip,5,5,1288,31.82,76.08,1,,industrial,winter,standard
SHP-07921,2024-02-27,Los_Angeles,Philadelphia,LocalEx,2,3,1645,10.73,27.06,1,,electronics,winter,express
SHP-07922,2024-02-28,New_York,Los_Angeles,FastShip,2,3,3677,9.46,109.65,1,,clothing,winter,express
SHP-07923,2024-03-26,Houston,Phoenix,MegaFreight,4,4,1895,28.32,103.94,1,,industrial,spring,standard
SHP-07924,2024-06-06,New_York,Houston,FastShip,5,6,1051,50.6,58.01,1,,industrial,summer,standard
SHP-07925,2024-06-12,Chicago,Houston,MegaFreight,4,4,1328,22.94,86.21,1,,perishables,summer,standard
SHP-07926,2024-03-06,Dallas,New_York,QuickPost,1,1,2091,12.83,108.1,1,,perishables,spring,overnight
SHP-07927,2024-03-15,Los_Angeles,Philadelphia,FastShip,1,2,1235,8.05,40.77,1,,clothing,spring,express
SHP-07928,2024-02-18,Philadelphia,New_York,MegaFreight,7,7,1339,18.8,63.38,1,,industrial,winter,standard
SHP-07929,2024-04-08,Philadelphia,Los_Angeles,MegaFreight,2,2,1168,7.31,37.84,1,,clothing,spring,express
SHP-07930,2024-02-15,Dallas,Chicago,LocalEx,6,6,857,10.99,28.01,1,,industrial,winter,standard
SHP-07931,2024-06-21,San_Antonio,New_York,FastShip,2,3,904,9.33,53.52,1,,perishables,summer,express
SHP-07932,2024-01-05,New_York,Houston,QuickPost,6,6,1565,1.86,21.03,1,,electronics,winter,standard
SHP-07933,2024-01-11,Chicago,New_York,FastShip,1,2,925,21.02,67.87,1,,perishables,winter,express
SHP-07934,2024-06-05,Dallas,Phoenix,QuickPost,2,3,2003,7.67,46.32,1,,clothing,summer,express
SHP-07935,2024-02-27,Chicago,New_York,MegaFreight,2,2,1489,36.79,76.2,1,,furniture,winter,express
SHP-07936,2024-01-29,Chicago,New_York,MegaFreight,7,5,1232,16.41,29.47,0,other,industrial,winter,standard
SHP-07937,2024-01-06,Chicago,Dallas,MegaFreight,4,5,1685,21.23,76.49,1,,industrial,winter,standard
SHP-07938,2024-02-06,San_Antonio,Phoenix,LocalEx,1,1,258,18.22,64.51,1,,industrial,winter,overnight
SHP-07939,2024-05-01,Dallas,Los_Angeles,QuickPost,3,4,1037,27.65,37.16,1,,industrial,spring,standard
SHP-07940,2024-05-12,New_York,Dallas,FastShip,3,3,1734,3.45,26.53,1,,clothing,spring,standard
SHP-07941,2024-04-23,Chicago,Houston,MegaFreight,2,2,1701,24.26,70.24,1,,industrial,spring,express
SHP-07942,2024-06-14,Phoenix,New_York,MegaFreight,6,5,326,35.38,32.02,0,capacity,industrial,summer,standard
SHP-07943,2024-05-30,Los_Angeles,New_York,MegaFreight,2,3,733,4.5,21.16,1,,clothing,spring,express
SHP-07944,2024-01-28,Philadelphia,Los_Angeles,FastShip,2,3,1513,9.91,58.11,1,,industrial,winter,express
SHP-07945,2024-04-14,Philadelphia,San_Antonio,MegaFreight,6,7,1795,2.08,31.13,1,,clothing,spring,standard
SHP-07946,2024-03-01,Los_Angeles,New_York,FastShip,2,3,1392,5.98,37.08,1,,industrial,spring,express
SHP-07947,2024-04-28,Chicago,Philadelphia,FastShip,1,2,438,2.98,13.4,1,,clothing,spring,express
SHP-07948,2024-01-26,New_York,Phoenix,FastShip,4,5,617,6.46,37.87,1,,electronics,winter,standard
SHP-07949,2024-03-20,New_York,San_Antonio,LocalEx,2,3,622,20.21,15.68,1,,perishables,spring,standard
SHP-07950,2024-05-20,Phoenix,Chicago,LocalEx,10,6,1140,14.18,61.33,0,customs,industrial,spring,standard
SHP-07951,2024-02-04,Houston,Chicago,FastShip,8,6,1137,43.33,82.98,0,weather,industrial,winter,standard
SHP-07952,2024-01-21,San_Antonio,Phoenix,MegaFreight,2,1,843,9.65,80.09,0,weather,perishables,winter,overnight
SHP-07953,2024-05-31,Philadelphia,Phoenix,MegaFreight,7,5,3174,3.98,59.63,0,weather,electronics,spring,standard
SHP-07954,2024-04-28,Los_Angeles,San_Antonio,FastShip,7,7,4206,17.14,85.78,1,,electronics,spring,standard
SHP-07955,2024-03-22,Philadelphia,Chicago,FastShip,6,6,816,9.06,33.66,1,,electronics,spring,standard
SHP-07956,2024-03-22,Houston,Chicago,FastShip,1,1,643,8.37,70.74,1,,perishables,spring,overnight
SHP-07957,2024-05-01,Chicago,New_York,MegaFreight,1,1,1499,5.7,141.3,1,,clothing,spring,overnight
SHP-07958,2024-05-30,New_York,Los_Angeles,FastShip,4,5,1082,2.66,27.93,1,,clothing,spring,standard
SHP-07959,2024-02-16,New_York,Houston,MegaFreight,2,3,1771,3.58,86.2,1,,electronics,winter,express
SHP-07960,2024-04-10,Los_Angeles,Chicago,LocalEx,8,5,725,23.1,30.53,0,capacity,furniture,spring,standard
SHP-07961,2024-01-20,New_York,San_Antonio,FastShip,1,1,1640,39.13,166.5,1,,industrial,winter,overnight
SHP-07962,2024-03-12,Los_Angeles,Dallas,LocalEx,5,1,1825,10.76,279.46,0,other,industrial,spring,overnight
SHP-07963,2024-01-02,New_York,Los_Angeles,QuickPost,3,3,1507,17.9,69.48,1,,industrial,winter,standard
SHP-07964,2024-04-23,Philadelphia,New_York,MegaFreight,3,4,445,39.47,43.81,1,,industrial,spring,standard
SHP-07965,2024-05-05,Chicago,Phoenix,QuickPost,2,3,1383,1.98,28.56,1,,clothing,spring,express
SHP-07966,2024-02-17,Dallas,Houston,MegaFreight,7,5,1378,75.62,105.17,0,weather,furniture,winter,standard
SHP-07967,2024-05-17,Los_Angeles,New_York,MegaFreight,2,3,1178,1.8,28.65,1,,clothing,spring,standard
SHP-07968,2024-03-10,Houston,Dallas,MegaFreight,4,5,1185,9.93,23.4,1,,perishables,spring,standard
SHP-07969,2024-03-23,Philadelphia,Dallas,FastShip,6,3,2545,18.71,88.69,0,capacity,industrial,spring,express
SHP-07970,2024-01-13,Dallas,Chicago,FastShip,5,5,809,16.48,75.3,1,,industrial,winter,standard
SHP-07971,2024-06-20,Los_Angeles,Houston,FastShip,2,3,772,56.82,86.13,1,,industrial,summer,express
SHP-07972,2024-04-08,New_York,Houston,FastShip,5,5,1118,10.49,23.91,1,,electronics,spring,standard
SHP-07973,2024-06-19,Los_Angeles,New_York,FastShip,3,3,2307,3.3,57.76,1,,clothing,summer,standard
SHP-07974,2024-06-22,Chicago,Dallas,MegaFreight,5,5,913,43.43,64.03,1,,industrial,summer,standard
SHP-07975,2024-05-29,Philadelphia,Los_Angeles,MegaFreight,4,4,806,6.19,18.27,1,,clothing,spring,standard
SHP-07976,2024-06-25,Houston,New_York,QuickPost,6,4,2832,7.79,67.07,0,customs,clothing,summer,standard
SHP-07977,2024-02-12,Houston,Phoenix,FastShip,4,4,766,26.55,24.45,1,,industrial,winter,standard
SHP-07978,2024-05-28,Los_Angeles,Dallas,FastShip,5,5,1357,49.12,83.74,1,,furniture,spring,standard
SHP-07979,2024-01-03,Philadelphia,Houston,MegaFreight,5,5,3889,3.92,43.87,1,,perishables,winter,standard
SHP-07980,2024-05-25,Los_Angeles,New_York,MegaFreight,1,1,2593,13.36,53.99,1,,industrial,spring,overnight
SHP-07981,2024-05-11,Los_Angeles,New_York,MegaFreight,2,2,1025,8.98,77.07,1,,industrial,spring,express
SHP-07982,2024-05-14,Dallas,Phoenix,MegaFreight,1,2,1219,18.39,73.43,1,,industrial,spring,express
SHP-07983,2024-04-27,Dallas,San_Antonio,MegaFreight,5,5,2012,30.38,51.11,1,,perishables,spring,standard
SHP-07984,2024-03-24,New_York,Chicago,MegaFreight,1,2,931,9.58,53.97,1,,perishables,spring,express
SHP-07985,2024-03-30,Chicago,Phoenix,FastShip,2,3,2777,38.68,132.32,1,,industrial,spring,express
SHP-07986,2024-04-11,New_York,Phoenix,MegaFreight,6,6,794,16.19,47.38,1,,industrial,spring,standard
SHP-07987,2024-04-23,New_York,Los_Angeles,LocalEx,3,3,733,5.15,29.67,1,,clothing,spring,standard
SHP-07988,2024-04-25,Houston,Chicago,QuickPost,4,1,1391,17.9,124.38,0,weather,electronics,spring,overnight
SHP-07989,2024-01-21,Los_Angeles,New_York,QuickPost,6,6,769,25.76,22.42,1,,industrial,winter,standard
SHP-07990,2024-06-09,Houston,New_York,QuickPost,2,3,471,46.89,56.97,1,,furniture,summer,standard
SHP-07991,2024-02-13,Chicago,Los_Angeles,FastShip,2,3,412,78.14,62.78,1,,furniture,winter,standard
SHP-07992,2024-01-03,New_York,Los_Angeles,LocalEx,5,2,1437,12.11,84.43,0,mechanical,perishables,winter,express
SHP-07993,2024-05-20,Dallas,New_York,FastShip,5,6,856,28.84,37.46,1,,industrial,spring,standard
SHP-07994,2024-02-24,Los_Angeles,Philadelphia,FastShip,1,2,1444,5.14,70.81,1,,clothing,winter,express
SHP-07995,2024-05-08,New_York,Los_Angeles,MegaFreight,3,4,1009,2.96,16.02,1,,clothing,spring,standard
SHP-07996,2024-06-06,New_York,Phoenix,LocalEx,4,1,1291,8.55,127.4,0,capacity,clothing,summer,overnight
SHP-07997,2024-03-05,Chicago,Houston,FastShip,6,6,1256,26.81,68.28,1,,furniture,spring,standard
SHP-07998,2024-06-24,Chicago,Los_Angeles,FastShip,1,1,1429,4.29,71.2,1,,clothing,summer,overnight
SHP-07999,2024-01-07,New_York,Los_Angeles,QuickPost,5,6,829,6.38,22.52,1,,clothing,winter,standard
SHP-08000,2024-04-08,Los_Angeles,Houston,MegaFreight,5,5,1410,11.16,49.97,1,,electronics,spring,standard
SHP-08001,2024-04-13,Phoenix,San_Antonio,QuickPost,7,7,2287,33.77,65.99,1,,furniture,spring,standard
SHP-08002,2024-05-27,Houston,San_Antonio,MegaFreight,2,3,930,17.33,79.08,1,,perishables,spring,express
SHP-08003,2024-05-14,New_York,Philadelphia,FastShip,3,4,842,7.55,20.4,1,,clothing,spring,standard
SHP-08004,2024-01-13,San_Antonio,Chicago,LocalEx,4,4,1834,5.72,47.48,1,,clothing,winter,standard
SHP-08005,2024-01-28,Houston,Philadelphia,MegaFreight,6,7,951,12.73,29.8,1,,industrial,winter,standard
SHP-08006,2024-06-08,Philadelphia,San_Antonio,QuickPost,1,1,2245,9.1,203.7,1,,electronics,summer,overnight
SHP-08007,2024-04-26,New_York,Chicago,QuickPost,2,3,1420,4.41,38.16,1,,clothing,spring,express
SHP-08008,2024-03-16,New_York,Chicago,MegaFreight,6,7,1235,13.5,46.89,1,,clothing,spring,standard
SHP-08009,2024-01-17,San_Antonio,Houston,FastShip,3,3,2295,12.47,53.93,1,,furniture,winter,express
SHP-08010,2024-02-17,New_York,Chicago,FastShip,4,5,1683,5.0,36.09,1,,clothing,winter,standard
SHP-08011,2024-05-26,Los_Angeles,Philadelphia,FastShip,3,3,695,3.93,20.52,1,,electronics,spring,express
SHP-08012,2024-04-28,Phoenix,New_York,FastShip,5,6,533,8.14,26.28,1,,clothing,spring,standard
SHP-08013,2024-01-15,Dallas,Philadelphia,MegaFreight,3,3,463,3.6,20.51,1,,electronics,winter,standard
SHP-08014,2024-02-24,Philadelphia,Chicago,MegaFreight,3,2,982,8.19,55.59,0,other,perishables,winter,express
SHP-08015,2024-06-25,Houston,Chicago,MegaFreight,5,3,877,8.36,32.35,0,capacity,electronics,summer,standard
SHP-08016,2024-01-22,Los_Angeles,Philadelphia,FastShip,3,3,2263,4.65,30.98,1,,clothing,winter,standard
SHP-08017,2024-02-04,New_York,Philadelphia,FastShip,5,6,1749,23.71,100.86,1,,industrial,winter,standard
SHP-08018,2024-06-24,Phoenix,Chicago,QuickPost,3,2,788,8.66,27.68,0,customs,electronics,summer,express
SHP-08019,2024-02-26,San_Antonio,New_York,FastShip,5,5,366,12.74,16.84,1,,perishables,winter,standard
SHP-08020,2024-01-03,Dallas,New_York,FastShip,1,1,584,4.62,34.52,1,,electronics,winter,overnight
SHP-08021,2024-03-29,Phoenix,San_Antonio,QuickPost,1,2,282,1.96,8.52,1,,clothing,spring,express
SHP-08022,2024-06-11,Chicago,San_Antonio,QuickPost,3,1,813,11.72,44.82,0,capacity,perishables,summer,overnight
SHP-08023,2024-06-23,Chicago,New_York,FastShip,6,6,1516,18.17,41.84,1,,perishables,summer,standard
SHP-08024,2024-01-02,New_York,San_Antonio,MegaFreight,10,6,2161,10.87,47.64,0,capacity,perishables,winter,standard
SHP-08025,2024-02-10,San_Antonio,Houston,FastShip,3,3,1318,8.97,28.62,1,,electronics,winter,standard
