user_id,date,variant,week,assignment_date,impressions,clicks,ctr,watch_time_min,content_type,platform,age_group,region,premium_user
MED-08548,2024-09-18,treatment,1,2024-09-14,6,0,0.0,9.27,video,web,55+,EU,0
MED-08549,2024-08-16,treatment,1,2024-08-13,23,1,0.0435,13.11,newsletter,mobile_app,45-54,APAC,1
MED-08550,2024-09-22,treatment,2,2024-09-18,17,1,0.0588,4.43,video,smart_tv,18-24,NA,0
MED-08551,2024-08-02,treatment,1,2024-07-29,8,0,0.0,3.32,newsletter,mobile_app,35-44,NA,0
MED-08552,2024-08-30,control,1,2024-08-29,10,2,0.2,21.98,podcast,web,35-44,NA,0
MED-08553,2024-09-18,treatment,1,2024-09-18,17,1,0.0588,16.29,video,web,25-34,NA,0
MED-08554,2024-09-01,treatment,1,2024-08-28,18,1,0.0556,3.81,podcast,smart_tv,35-44,NA,0
MED-08555,2024-08-20,treatment,2,2024-08-20,15,0,0.0,5.42,podcast,web,18-24,NA,0
MED-08556,2024-09-04,treatment,2,2024-08-31,11,1,0.0909,13.53,video,smart_tv,45-54,NA,0
MED-08557,2024-08-12,control,1,2024-08-10,10,0,0.0,6.33,article,mobile_app,25-34,NA,0
MED-08558,2024-09-03,control,2,2024-09-03,13,0,0.0,3.25,newsletter,mobile_app,18-24,NA,0
MED-08559,2024-09-05,control,1,2024-09-01,18,0,0.0,0.35,article,smart_tv,25-34,EU,0
MED-08560,2024-08-07,treatment,1,2024-08-04,10,3,0.3,17.44,article,mobile_app,45-54,NA,0
MED-08561,2024-09-22,control,2,2024-09-22,7,1,0.1429,11.91,podcast,mobile_app,25-34,EU,0
MED-08562,2024-09-29,control,2,2024-09-28,6,0,0.0,9.39,video,web,25-34,NA,0
MED-08563,2024-09-23,control,1,2024-09-23,14,0,0.0,0.85,video,smart_tv,18-24,NA,0
MED-08564,2024-08-24,treatment,2,2024-08-23,11,1,0.0909,24.3,newsletter,mobile_app,25-34,EU,0
MED-08565,2024-09-06,treatment,1,2024-09-04,10,0,0.0,4.81,video,mobile_app,55+,NA,0
MED-08566,2024-08-03,treatment,1,2024-08-01,10,0,0.0,5.58,newsletter,web,55+,NA,0
MED-08567,2024-08-16,control,2,2024-08-15,11,0,0.0,1.38,article,smart_tv,35-44,LATAM,0
MED-08568,2024-08-31,treatment,1,2024-08-28,22,0,0.0,8.75,article,mobile_app,18-24,NA,1
MED-08569,2024-09-15,control,1,2024-09-13,17,1,0.0588,11.84,podcast,web,25-34,NA,0
MED-08570,2024-08-08,treatment,2,2024-08-07,12,0,0.0,0.68,newsletter,smart_tv,35-44,APAC,0
MED-08571,2024-08-21,control,1,2024-08-18,12,0,0.0,4.14,article,mobile_app,18-24,NA,0
MED-08572,2024-09-17,treatment,1,2024-09-16,11,0,0.0,3.66,podcast,mobile_app,35-44,EU,0
MED-08573,2024-09-22,treatment,2,2024-09-19,8,0,0.0,7.09,article,mobile_app,35-44,APAC,0
MED-08574,2024-09-20,control,1,2024-09-20,8,0,0.0,2.92,article,web,18-24,EU,0
MED-08575,2024-09-17,control,2,2024-09-13,15,0,0.0,1.2,video,smart_tv,18-24,APAC,1
MED-08576,2024-09-21,control,2,2024-09-17,17,0,0.0,1.05,video,mobile_app,18-24,NA,1
MED-08577,2024-08-10,treatment,2,2024-08-07,10,1,0.1,15.14,video,smart_tv,35-44,APAC,0
MED-08578,2024-09-01,treatment,2,2024-08-28,10,0,0.0,2.19,video,mobile_app,18-24,NA,0
MED-08579,2024-08-16,control,1,2024-08-14,8,1,0.125,12.63,article,web,25-34,LATAM,0
MED-08580,2024-08-18,treatment,1,2024-08-17,18,0,0.0,10.72,podcast,mobile_app,25-34,NA,0
MED-08581,2024-09-19,control,1,2024-09-18,11,0,0.0,5.77,video,mobile_app,18-24,NA,0
MED-08582,2024-08-11,control,1,2024-08-10,18,0,0.0,0.85,video,smart_tv,45-54,EU,1
MED-08583,2024-08-18,treatment,1,2024-08-17,12,1,0.0833,7.86,video,web,18-24,NA,1
MED-08584,2024-09-09,treatment,2,2024-09-08,11,1,0.0909,6.35,video,mobile_app,18-24,NA,0
MED-08585,2024-08-11,treatment,1,2024-08-07,10,0,0.0,6.47,article,mobile_app,45-54,NA,0
MED-08586,2024-09-09,treatment,2,2024-09-05,9,0,0.0,1.37,article,smart_tv,25-34,NA,1
MED-08587,2024-08-30,control,1,2024-08-28,13,0,0.0,3.67,article,web,35-44,EU,0
MED-08588,2024-08-13,control,1,2024-08-11,9,0,0.0,2.45,podcast,smart_tv,45-54,APAC,1
MED-08589,2024-08-19,control,2,2024-08-15,14,1,0.0714,25.61,article,mobile_app,18-24,NA,0
MED-08590,2024-08-24,treatment,1,2024-08-22,9,1,0.1111,12.68,video,mobile_app,45-54,LATAM,0
MED-08591,2024-09-10,control,2,2024-09-06,13,0,0.0,16.27,article,mobile_app,25-34,APAC,1
MED-08592,2024-08-28,control,1,2024-08-25,13,0,0.0,2.91,newsletter,web,25-34,EU,0
MED-08593,2024-09-04,control,1,2024-09-03,8,0,0.0,4.69,newsletter,mobile_app,25-34,NA,0
MED-08594,2024-08-29,treatment,1,2024-08-27,16,1,0.0625,11.36,article,smart_tv,18-24,EU,1
MED-08595,2024-09-28,control,2,2024-09-25,10,0,0.0,6.55,article,smart_tv,35-44,NA,1
MED-08596,2024-09-01,control,1,2024-08-30,10,0,0.0,3.67,newsletter,web,35-44,APAC,0
MED-08597,2024-09-07,control,1,2024-09-06,19,0,0.0,4.68,article,web,25-34,EU,0
MED-08598,2024-09-29,control,1,2024-09-28,10,0,0.0,0.67,video,web,45-54,NA,0
MED-08599,2024-09-03,treatment,1,2024-09-03,16,2,0.125,2.48,video,mobile_app,35-44,EU,1
MED-08600,2024-08-02,control,1,2024-07-30,11,0,0.0,7.98,article,web,25-34,APAC,1
MED-08601,2024-08-13,treatment,2,2024-08-09,9,0,0.0,0.4,video,mobile_app,25-34,NA,0
MED-08602,2024-09-24,treatment,2,2024-09-20,15,2,0.1333,19.62,podcast,web,25-34,APAC,0
MED-08603,2024-09-08,control,2,2024-09-06,17,2,0.1176,6.14,video,web,35-44,EU,0
MED-08604,2024-08-18,treatment,1,2024-08-14,9,0,0.0,5.75,article,mobile_app,55+,EU,0
MED-08605,2024-09-19,treatment,2,2024-09-15,10,0,0.0,15.36,video,web,18-24,NA,0
MED-08606,2024-09-18,treatment,2,2024-09-16,20,3,0.15,18.07,video,mobile_app,18-24,EU,0
MED-08607,2024-09-03,control,2,2024-09-02,6,0,0.0,0.76,video,mobile_app,45-54,LATAM,0
MED-08608,2024-09-15,control,1,2024-09-13,7,1,0.1429,1.97,podcast,smart_tv,45-54,NA,0
MED-08609,2024-08-03,control,1,2024-07-31,7,0,0.0,9.89,video,smart_tv,45-54,LATAM,0
MED-08610,2024-08-07,treatment,1,2024-08-07,16,1,0.0625,18.98,video,mobile_app,45-54,EU,1
MED-08611,2024-08-20,control,1,2024-08-19,17,0,0.0,0.9,podcast,mobile_app,35-44,NA,1
MED-08612,2024-08-21,treatment,1,2024-08-21,13,1,0.0769,5.92,article,smart_tv,35-44,APAC,0
MED-08613,2024-08-11,control,2,2024-08-09,6,1,0.1667,9.63,video,web,25-34,NA,0
MED-08614,2024-08-14,control,1,2024-08-13,13,0,0.0,10.0,video,mobile_app,45-54,NA,0
MED-08615,2024-09-29,treatment,2,2024-09-25,7,0,0.0,4.75,newsletter,smart_tv,18-24,APAC,0
MED-08616,2024-09-01,treatment,1,2024-08-30,14,1,0.0714,6.97,article,smart_tv,25-34,APAC,0
MED-08617,2024-09-20,control,1,2024-09-16,6,1,0.1667,5.79,article,smart_tv,25-34,NA,0
MED-08618,2024-09-25,control,1,2024-09-25,18,1,0.0556,7.84,video,mobile_app,25-34,NA,1
MED-08619,2024-09-22,treatment,2,2024-09-20,25,3,0.12,23.62,video,mobile_app,25-34,NA,1
MED-08620,2024-08-03,control,1,2024-07-30,9,0,0.0,6.85,video,mobile_app,25-34,NA,0
MED-08621,2024-09-05,treatment,1,2024-09-01,14,0,0.0,2.45,video,mobile_app,18-24,NA,1
MED-08622,2024-09-29,control,2,2024-09-29,13,1,0.0769,14.97,video,mobile_app,25-34,NA,0
MED-08623,2024-09-24,treatment,1,2024-09-20,17,2,0.1176,25.18,podcast,web,25-34,APAC,0
MED-08624,2024-08-30,control,1,2024-08-30,13,1,0.0769,42.15,article,mobile_app,25-34,NA,0
MED-08625,2024-09-28,treatment,1,2024-09-28,10,0,0.0,4.88,article,smart_tv,18-24,NA,0
MED-08626,2024-08-28,treatment,2,2024-08-27,13,0,0.0,5.04,article,smart_tv,55+,NA,0
MED-08627,2024-08-15,control,1,2024-08-13,10,0,0.0,5.09,video,mobile_app,55+,APAC,1
MED-08628,2024-08-21,treatment,2,2024-08-21,16,3,0.1875,8.37,video,mobile_app,45-54,APAC,0
MED-08629,2024-08-15,control,2,2024-08-12,11,1,0.0909,4.54,video,web,35-44,NA,0
MED-08630,2024-08-18,control,2,2024-08-14,11,0,0.0,9.1,video,mobile_app,45-54,EU,0
MED-08631,2024-09-04,treatment,2,2024-09-02,12,0,0.0,2.97,video,smart_tv,25-34,APAC,0
MED-08632,2024-08-01,treatment,2,2024-08-01,17,4,0.2353,19.3,article,mobile_app,45-54,NA,0
MED-08633,2024-09-16,treatment,1,2024-09-12,17,2,0.1176,11.76,video,web,18-24,NA,0
MED-08634,2024-08-06,control,1,2024-08-03,14,1,0.0714,37.4,video,smart_tv,35-44,NA,0
MED-08635,2024-09-23,control,1,2024-09-19,12,1,0.0833,2.44,video,mobile_app,18-24,NA,0
MED-08636,2024-09-15,treatment,2,2024-09-13,11,0,0.0,11.64,video,mobile_app,25-34,NA,0
MED-08637,2024-09-22,control,1,2024-09-18,13,0,0.0,3.2,newsletter,web,18-24,NA,0
MED-08638,2024-09-07,control,2,2024-09-03,14,1,0.0714,5.02,article,mobile_app,55+,APAC,0
MED-08639,2024-08-11,control,1,2024-08-09,7,0,0.0,13.21,podcast,web,18-24,EU,0
MED-08640,2024-08-16,treatment,2,2024-08-13,18,0,0.0,7.39,article,web,35-44,NA,0
MED-08641,2024-08-16,treatment,2,2024-08-16,9,0,0.0,2.38,newsletter,mobile_app,35-44,NA,0
MED-08642,2024-09-27,treatment,2,2024-09-25,13,0,0.0,2.9,video,web,35-44,EU,0
MED-08643,2024-08-01,treatment,1,2024-07-30,7,0,0.0,4.98,video,mobile_app,18-24,NA,0
MED-08644,2024-08-07,treatment,1,2024-08-07,10,0,0.0,1.9,article,smart_tv,25-34,NA,0
MED-08645,2024-09-17,control,1,2024-09-16,16,1,0.0625,11.01,podcast,web,35-44,NA,1
MED-08646,2024-08-30,treatment,2,2024-08-26,16,1,0.0625,40.32,video,mobile_app,45-54,NA,0
MED-08647,2024-08-14,control,2,2024-08-12,15,1,0.0667,5.18,podcast,mobile_app,25-34,APAC,0
MED-08648,2024-08-15,treatment,1,2024-08-14,10,0,0.0,1.36,article,smart_tv,25-34,NA,0
MED-08649,2024-09-03,control,1,2024-09-03,14,2,0.1429,15.54,article,mobile_app,35-44,APAC,0
MED-08650,2024-09-20,treatment,2,2024-09-16,12,1,0.0833,4.51,article,web,25-34,NA,1
MED-08651,2024-08-27,control,2,2024-08-23,13,0,0.0,3.83,podcast,mobile_app,45-54,NA,0
MED-08652,2024-09-08,control,2,2024-09-06,9,2,0.2222,1.44,article,mobile_app,45-54,EU,0
MED-08653,2024-08-25,treatment,2,2024-08-23,17,1,0.0588,0.87,video,smart_tv,25-34,EU,1
MED-08654,2024-08-28,control,2,2024-08-27,6,0,0.0,1.34,video,web,35-44,LATAM,0
MED-08655,2024-08-05,control,2,2024-08-04,9,0,0.0,10.23,article,mobile_app,35-44,EU,0
MED-08656,2024-08-29,control,1,2024-08-26,8,0,0.0,4.51,video,web,18-24,EU,0
MED-08657,2024-08-06,control,2,2024-08-06,13,3,0.2308,9.0,video,mobile_app,18-24,NA,0
MED-08658,2024-08-30,control,1,2024-08-26,9,0,0.0,11.47,video,web,18-24,EU,0
MED-08659,2024-08-25,treatment,2,2024-08-25,11,0,0.0,8.16,video,web,35-44,EU,0
MED-08660,2024-09-09,control,2,2024-09-06,12,0,0.0,2.84,article,mobile_app,25-34,NA,1
MED-08661,2024-09-04,control,1,2024-09-03,13,0,0.0,6.59,video,mobile_app,18-24,EU,0
MED-08662,2024-08-24,control,1,2024-08-22,10,0,0.0,0.67,video,mobile_app,35-44,APAC,0
MED-08663,2024-08-18,treatment,2,2024-08-14,10,0,0.0,9.97,article,mobile_app,45-54,EU,0
MED-08664,2024-08-31,treatment,2,2024-08-27,13,1,0.0769,4.77,article,mobile_app,35-44,NA,0
MED-08665,2024-09-22,treatment,1,2024-09-21,14,1,0.0714,10.86,video,web,18-24,EU,0
MED-08666,2024-08-07,treatment,2,2024-08-05,17,0,0.0,1.13,article,mobile_app,25-34,LATAM,1
MED-08667,2024-09-01,treatment,2,2024-09-01,16,0,0.0,4.79,podcast,web,35-44,NA,0
MED-08668,2024-09-06,control,1,2024-09-03,11,2,0.1818,4.6,article,mobile_app,18-24,NA,0
MED-08669,2024-09-16,treatment,2,2024-09-14,15,2,0.1333,15.03,video,mobile_app,25-34,APAC,1
MED-08670,2024-08-29,treatment,2,2024-08-28,12,0,0.0,2.22,video,web,18-24,EU,0
MED-08671,2024-09-24,control,2,2024-09-22,15,0,0.0,4.79,article,web,35-44,EU,1
MED-08672,2024-08-30,control,2,2024-08-26,15,1,0.0667,6.11,video,web,55+,NA,1
MED-08673,2024-08-30,control,2,2024-08-30,14,1,0.0714,6.99,video,web,18-24,EU,0
MED-08674,2024-08-26,control,1,2024-08-23,10,0,0.0,2.57,video,smart_tv,35-44,NA,0
MED-08675,2024-08-08,treatment,1,2024-08-04,16,2,0.125,23.18,article,mobile_app,25-34,EU,1
MED-08676,2024-08-22,control,1,2024-08-22,9,0,0.0,4.24,video,mobile_app,25-34,LATAM,0
MED-08677,2024-08-05,control,1,2024-08-01,9,0,0.0,6.71,video,smart_tv,25-34,NA,0
MED-08678,2024-09-14,control,1,2024-09-11,11,0,0.0,2.91,video,mobile_app,18-24,NA,0
MED-08679,2024-09-28,control,1,2024-09-24,10,0,0.0,9.21,video,smart_tv,25-34,NA,0
MED-08680,2024-08-10,treatment,1,2024-08-08,13,2,0.1538,7.95,video,mobile_app,25-34,EU,0
MED-08681,2024-09-08,control,1,2024-09-07,16,1,0.0625,2.73,video,smart_tv,18-24,EU,1
MED-08682,2024-09-07,control,1,2024-09-07,11,0,0.0,8.76,article,smart_tv,18-24,APAC,1
MED-08683,2024-08-11,treatment,2,2024-08-10,18,0,0.0,8.2,video,mobile_app,55+,APAC,1
MED-08684,2024-09-12,treatment,2,2024-09-12,7,0,0.0,2.59,video,mobile_app,35-44,NA,0
MED-08685,2024-09-06,treatment,1,2024-09-05,8,0,0.0,7.53,podcast,mobile_app,18-24,NA,1
MED-08686,2024-08-01,control,1,2024-07-30,10,0,0.0,3.85,podcast,smart_tv,45-54,NA,0
MED-08687,2024-08-03,control,2,2024-08-03,13,1,0.0769,2.14,podcast,mobile_app,18-24,NA,1
MED-08688,2024-08-07,treatment,1,2024-08-03,8,0,0.0,1.69,article,web,45-54,NA,1
MED-08689,2024-09-03,control,2,2024-08-31,6,0,0.0,5.78,video,web,55+,APAC,0
MED-08690,2024-08-19,control,2,2024-08-17,26,0,0.0,15.75,article,mobile_app,25-34,APAC,1
MED-08691,2024-09-09,treatment,2,2024-09-06,17,0,0.0,7.46,video,mobile_app,35-44,EU,0
MED-08692,2024-09-09,treatment,1,2024-09-09,12,0,0.0,1.91,podcast,smart_tv,25-34,NA,0
MED-08693,2024-09-28,treatment,2,2024-09-28,23,1,0.0435,4.79,newsletter,smart_tv,18-24,NA,1
MED-08694,2024-09-17,treatment,1,2024-09-15,10,0,0.0,3.54,article,web,25-34,APAC,0
MED-08695,2024-09-27,treatment,1,2024-09-23,13,0,0.0,16.69,video,mobile_app,25-34,APAC,1
MED-08696,2024-09-20,control,2,2024-09-20,10,2,0.2,16.98,video,smart_tv,45-54,APAC,0
MED-08697,2024-09-17,control,1,2024-09-15,7,0,0.0,9.14,video,web,25-34,APAC,0
MED-08698,2024-08-02,treatment,2,2024-08-01,15,1,0.0667,22.08,video,smart_tv,35-44,NA,0
MED-08699,2024-08-16,treatment,1,2024-08-13,8,0,0.0,10.56,video,smart_tv,25-34,APAC,0
MED-08700,2024-08-08,control,1,2024-08-07,11,0,0.0,18.38,video,web,18-24,LATAM,0
MED-08701,2024-09-03,control,1,2024-09-03,11,1,0.0909,21.59,video,mobile_app,25-34,NA,1
MED-08702,2024-08-17,treatment,2,2024-08-13,13,1,0.0769,7.11,video,mobile_app,25-34,APAC,0
MED-08703,2024-08-25,treatment,2,2024-08-22,9,1,0.1111,30.82,video,smart_tv,55+,NA,0
MED-08704,2024-09-08,control,2,2024-09-05,6,0,0.0,9.55,article,smart_tv,55+,NA,0
MED-08705,2024-09-07,treatment,2,2024-09-05,9,1,0.1111,14.33,video,mobile_app,45-54,APAC,0
MED-08706,2024-08-21,control,2,2024-08-17,11,0,0.0,4.83,video,mobile_app,18-24,EU,0
MED-08707,2024-09-20,control,2,2024-09-16,9,0,0.0,27.25,video,mobile_app,25-34,EU,0
MED-08708,2024-08-07,control,2,2024-08-04,13,0,0.0,2.89,newsletter,web,35-44,NA,1
MED-08709,2024-09-29,control,1,2024-09-29,15,0,0.0,1.03,video,web,35-44,APAC,0
MED-08710,2024-09-27,treatment,2,2024-09-26,11,1,0.0909,0.94,podcast,mobile_app,18-24,EU,0
MED-08711,2024-08-10,control,2,2024-08-07,15,1,0.0667,8.48,video,web,25-34,NA,0
MED-08712,2024-09-18,control,2,2024-09-15,11,0,0.0,4.36,article,web,25-34,NA,0
MED-08713,2024-08-19,treatment,2,2024-08-16,14,2,0.1429,2.41,video,web,25-34,EU,0
MED-08714,2024-09-23,control,2,2024-09-23,16,1,0.0625,7.24,video,mobile_app,45-54,NA,1
MED-08715,2024-09-23,treatment,2,2024-09-19,21,1,0.0476,3.46,video,web,35-44,EU,0
MED-08716,2024-08-08,control,2,2024-08-04,18,0,0.0,6.32,podcast,smart_tv,25-34,APAC,1
MED-08717,2024-09-19,treatment,2,2024-09-17,13,0,0.0,7.65,video,web,25-34,NA,0
MED-08718,2024-08-10,control,2,2024-08-09,21,1,0.0476,9.94,article,mobile_app,18-24,APAC,1
MED-08719,2024-08-04,treatment,1,2024-08-04,11,0,0.0,0.39,podcast,web,18-24,EU,0
MED-08720,2024-08-16,control,2,2024-08-14,5,0,0.0,5.3,podcast,mobile_app,35-44,APAC,0
MED-08721,2024-08-02,control,2,2024-07-30,8,0,0.0,3.12,article,mobile_app,45-54,APAC,0
MED-08722,2024-09-28,treatment,1,2024-09-25,12,0,0.0,4.63,video,web,25-34,NA,0
MED-08723,2024-08-11,treatment,2,2024-08-07,15,1,0.0667,15.59,video,web,25-34,EU,1
MED-08724,2024-09-26,treatment,1,2024-09-22,14,0,0.0,4.73,article,smart_tv,35-44,EU,1
MED-08725,2024-09-01,control,2,2024-08-30,14,1,0.0714,9.9,video,mobile_app,18-24,EU,0
MED-08726,2024-09-13,control,1,2024-09-10,11,0,0.0,4.83,video,smart_tv,25-34,NA,0
MED-08727,2024-09-21,control,2,2024-09-19,9,0,0.0,23.02,article,web,35-44,APAC,0
MED-08728,2024-08-05,treatment,1,2024-08-03,13,0,0.0,5.61,video,web,18-24,APAC,0
MED-08729,2024-08-28,control,2,2024-08-25,12,0,0.0,3.35,video,web,18-24,NA,1
MED-08730,2024-08-14,control,2,2024-08-14,12,0,0.0,15.3,video,mobile_app,25-34,APAC,0
MED-08731,2024-08-16,treatment,1,2024-08-13,17,0,0.0,13.52,video,mobile_app,25-34,LATAM,0
MED-08732,2024-08-27,control,1,2024-08-24,11,0,0.0,5.69,podcast,mobile_app,25-34,EU,0
MED-08733,2024-09-19,control,1,2024-09-18,12,2,0.1667,11.9,podcast,web,45-54,EU,0
MED-08734,2024-08-22,treatment,2,2024-08-21,12,0,0.0,6.1,video,mobile_app,35-44,LATAM,0
MED-08735,2024-09-20,control,1,2024-09-16,18,0,0.0,4.32,video,web,45-54,NA,0
MED-08736,2024-09-01,control,2,2024-09-01,13,0,0.0,3.47,video,mobile_app,35-44,NA,1
MED-08737,2024-08-27,control,1,2024-08-23,9,0,0.0,3.53,article,mobile_app,18-24,NA,0
MED-08738,2024-09-27,treatment,2,2024-09-23,16,1,0.0625,9.09,podcast,mobile_app,45-54,APAC,1
MED-08739,2024-08-10,treatment,1,2024-08-07,12,0,0.0,2.22,newsletter,smart_tv,18-24,APAC,0
MED-08740,2024-09-17,control,1,2024-09-17,18,1,0.0556,1.36,podcast,mobile_app,18-24,EU,0
MED-08741,2024-09-06,treatment,1,2024-09-02,16,1,0.0625,12.92,video,smart_tv,25-34,NA,0
MED-08742,2024-08-23,control,2,2024-08-21,13,0,0.0,4.07,video,mobile_app,18-24,NA,0
MED-08743,2024-09-10,control,2,2024-09-06,13,3,0.2308,12.57,video,mobile_app,18-24,APAC,1
MED-08744,2024-09-19,control,2,2024-09-15,5,1,0.2,8.02,newsletter,smart_tv,45-54,EU,0
MED-08745,2024-09-28,control,2,2024-09-25,20,0,0.0,15.45,video,smart_tv,35-44,NA,1
MED-08746,2024-09-22,control,1,2024-09-19,10,0,0.0,19.63,article,mobile_app,35-44,NA,0
MED-08747,2024-09-12,control,2,2024-09-09,21,0,0.0,14.78,podcast,web,18-24,LATAM,1
MED-08748,2024-08-19,treatment,1,2024-08-19,3,0,0.0,2.52,podcast,mobile_app,18-24,NA,0
MED-08749,2024-09-01,treatment,1,2024-08-28,12,0,0.0,5.94,video,mobile_app,25-34,APAC,0
MED-08750,2024-08-22,control,2,2024-08-22,10,1,0.1,10.17,article,smart_tv,45-54,NA,0
MED-08751,2024-09-28,control,1,2024-09-26,11,0,0.0,5.98,article,mobile_app,55+,APAC,0
MED-08752,2024-09-12,control,2,2024-09-08,23,0,0.0,5.14,article,mobile_app,45-54,LATAM,1
MED-08753,2024-09-10,control,1,2024-09-06,14,1,0.0714,7.94,podcast,mobile_app,35-44,EU,0
MED-08754,2024-08-29,control,1,2024-08-28,18,2,0.1111,2.78,video,web,25-34,NA,0
MED-08755,2024-08-23,treatment,2,2024-08-23,7,0,0.0,1.24,video,mobile_app,45-54,EU,0
MED-08756,2024-09-12,control,2,2024-09-09,11,0,0.0,3.03,video,mobile_app,35-44,EU,0
MED-08757,2024-08-06,treatment,2,2024-08-06,12,0,0.0,3.4,video,smart_tv,55+,NA,0
MED-08758,2024-09-13,treatment,2,2024-09-11,13,2,0.1538,34.53,article,mobile_app,25-34,NA,0
MED-08759,2024-09-13,control,2,2024-09-10,20,2,0.1,6.54,article,web,45-54,EU,1
MED-08760,2024-09-10,control,2,2024-09-10,10,0,0.0,3.21,podcast,smart_tv,35-44,NA,0
MED-08761,2024-08-09,control,1,2024-08-07,10,0,0.0,9.0,video,web,18-24,EU,0
MED-08762,2024-09-26,control,2,2024-09-26,10,0,0.0,2.9,video,web,45-54,NA,0
MED-08763,2024-09-21,treatment,1,2024-09-20,10,1,0.1,2.74,newsletter,web,55+,NA,0
MED-08764,2024-08-05,treatment,1,2024-08-05,13,1,0.0769,6.74,podcast,mobile_app,18-24,APAC,1
MED-08765,2024-09-02,control,2,2024-08-31,9,1,0.1111,3.69,video,mobile_app,55+,EU,1
MED-08766,2024-09-07,control,2,2024-09-07,19,0,0.0,7.06,podcast,mobile_app,25-34,NA,1
MED-08767,2024-09-01,control,1,2024-08-31,19,2,0.1053,14.8,podcast,web,18-24,EU,1
MED-08768,2024-08-01,control,2,2024-07-29,11,0,0.0,0.38,video,mobile_app,35-44,EU,0
MED-08769,2024-09-18,control,2,2024-09-16,7,0,0.0,1.65,video,smart_tv,18-24,LATAM,0
MED-08770,2024-08-13,control,2,2024-08-11,19,0,0.0,10.62,video,mobile_app,18-24,EU,0
MED-08771,2024-09-09,treatment,1,2024-09-07,7,1,0.1429,13.25,video,mobile_app,25-34,NA,0
MED-08772,2024-08-18,control,2,2024-08-15,7,0,0.0,6.3,article,web,55+,EU,0
MED-08773,2024-09-23,treatment,2,2024-09-21,9,1,0.1111,19.97,video,web,55+,NA,0
MED-08774,2024-09-24,treatment,1,2024-09-24,16,1,0.0625,12.6,article,mobile_app,45-54,NA,1
MED-08775,2024-09-25,treatment,1,2024-09-25,14,0,0.0,2.48,video,smart_tv,18-24,EU,0
MED-08776,2024-08-11,treatment,2,2024-08-09,21,2,0.0952,1.9,podcast,mobile_app,18-24,NA,1
MED-08777,2024-08-31,treatment,2,2024-08-27,12,2,0.1667,5.04,video,web,25-34,EU,0
MED-08778,2024-09-08,control,2,2024-09-06,14,1,0.0714,22.1,article,smart_tv,45-54,APAC,0
MED-08779,2024-09-28,treatment,2,2024-09-26,16,1,0.0625,6.41,video,mobile_app,18-24,NA,0
MED-08780,2024-08-24,control,2,2024-08-23,8,1,0.125,8.18,article,mobile_app,25-34,EU,0
MED-08781,2024-08-15,treatment,2,2024-08-12,7,1,0.1429,3.34,article,mobile_app,45-54,NA,0
MED-08782,2024-08-03,treatment,1,2024-08-03,15,0,0.0,5.04,video,web,18-24,EU,0
MED-08783,2024-09-27,control,2,2024-09-27,8,1,0.125,10.27,video,smart_tv,18-24,EU,0
MED-08784,2024-09-26,control,2,2024-09-22,10,0,0.0,9.62,article,web,25-34,APAC,0
MED-08785,2024-09-03,treatment,2,2024-08-31,18,3,0.1667,9.76,video,mobile_app,25-34,EU,1
MED-08786,2024-08-14,treatment,1,2024-08-11,6,0,0.0,4.31,article,mobile_app,35-44,EU,0
MED-08787,2024-08-21,treatment,1,2024-08-17,10,2,0.2,3.1,video,mobile_app,35-44,EU,0
MED-08788,2024-08-19,treatment,1,2024-08-17,18,0,0.0,5.55,article,web,25-34,APAC,1
MED-08789,2024-09-23,treatment,1,2024-09-19,8,0,0.0,2.58,video,smart_tv,18-24,EU,0
MED-08790,2024-09-21,treatment,1,2024-09-21,16,0,0.0,9.36,article,mobile_app,25-34,EU,0
MED-08791,2024-08-16,control,1,2024-08-13,9,0,0.0,3.19,podcast,mobile_app,35-44,EU,0
MED-08792,2024-08-14,control,1,2024-08-10,8,0,0.0,7.28,newsletter,web,45-54,LATAM,0
MED-08793,2024-09-03,control,2,2024-09-01,4,1,0.25,3.25,video,mobile_app,45-54,NA,0
MED-08794,2024-08-19,treatment,2,2024-08-18,11,1,0.0909,11.84,video,mobile_app,35-44,NA,0
MED-08795,2024-08-14,treatment,1,2024-08-14,11,1,0.0909,13.1,video,mobile_app,18-24,NA,1
MED-08796,2024-08-30,control,1,2024-08-27,9,0,0.0,2.9,video,mobile_app,25-34,APAC,0
MED-08797,2024-09-10,treatment,1,2024-09-08,14,2,0.1429,14.82,article,mobile_app,25-34,LATAM,0
MED-08798,2024-08-09,treatment,1,2024-08-08,11,1,0.0909,4.24,video,web,25-34,APAC,0
MED-08799,2024-08-01,treatment,1,2024-07-29,10,0,0.0,2.85,newsletter,mobile_app,45-54,NA,0
MED-08800,2024-08-26,treatment,2,2024-08-26,10,0,0.0,7.3,article,web,35-44,APAC,0
MED-08801,2024-09-02,control,1,2024-09-01,10,0,0.0,1.74,newsletter,web,18-24,NA,0
MED-08802,2024-09-05,treatment,2,2024-09-04,16,0,0.0,6.71,newsletter,smart_tv,45-54,NA,0
MED-08803,2024-09-06,treatment,1,2024-09-06,14,0,0.0,0.83,video,smart_tv,35-44,EU,0
MED-08804,2024-09-09,control,1,2024-09-07,20,0,0.0,8.12,video,smart_tv,35-44,EU,0
MED-08805,2024-08-23,treatment,2,2024-08-21,13,0,0.0,3.43,video,web,18-24,NA,0
